room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.366789181894752
room1,24.987436867076458
room1,24.419696006638908
room1,23.75
room1,23.080303993361092
room1,22.512563132923542
room1,22.133210818105248
room1,22.0
room1,22.133210818105248
room1,22.512563132923542
room1,23.080303993361092
room1,23.75
room1,24.419696006638908
room1,24.987436867076458
room1,25.366789181894752
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.543876153681808
room1,25.673304481170767
room1,25.881794905680948
room1,26.158892846747218
room1,26.490703456544274
room1,26.86058836557645
room1,27.25
room1,27.63941163442355
room1,28.009296543455726
room1,28.341107153252782
room1,28.618205094319052
room1,28.826695518829233
room1,28.956123846318192
room1,29.0
room1,28.956123846318192
room1,28.826695518829233
room1,28.618205094319052
room1,28.341107153252786
room1,28.009296543455726
room1,27.63941163442355
room1,27.25
room1,26.86058836557645
room1,26.490703456544274
room1,26.158892846747218
room1,25.881794905680948
room1,25.673304481170767
room1,25.543876153681808
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.366789181894752
room1,24.987436867076458
room1,24.419696006638908
room1,23.75
room1,23.080303993361092
room1,22.512563132923542
room1,22.133210818105248
room1,22.0
room1,22.133210818105248
room1,22.512563132923542
room1,23.080303993361092
room1,23.75
room1,24.419696006638908
room1,24.987436867076458
room1,25.366789181894752
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.5
room1,25.543876153681808
room1,25.673304481170767
room1,25.881794905680948
room1,26.158892846747218
room1,26.490703456544274
room1,26.86058836557645
room1,27.25
room1,27.63941163442355
room1,28.009296543455726
room1,28.341107153252782
room1,28.618205094319052
room1,28.826695518829233
room1,28.956123846318192
room1,29.0
room1,28.956123846318192
room1,28.826695518829233
room1,28.618205094319052
room1,28.341107153252786
room1,28.009296543455726
room1,27.63941163442355
room1,27.25
room1,26.86058836557645
room1,26.490703456544274
room1,26.158892846747218
room1,25.881794905680948
room1,25.673304481170767
room1,25.543876153681808
